5Y Dividend per Share Growth (per Share),5Y Revenue Growth (per Share),Acquisitions and disposals,Capex to Revenue,Deposit Liabilities,Dividends per Share Growth,Earnings Yield,Effect of forex changes on cash,Financing Cash Flow,Free Cash Flow Yield,Graham Net-Net,Inventory Growth,Investment purchases and sales,Issuance (repayment) of debt,Net Cash/Marketcap,Net Income - Non-Controlling int,Other comprehensive income,SG&A Expenses Growth,Sector_Basic Materials,Sector_Communication Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Real Estate,Sector_Technology,Sector_Utilities,assetTurnover,capitalExpenditureCoverageRatios,currentRatio,debtEquityRatio,dividendpaidAndCapexCoverageRatios,grossProfitMargin,netProfitMargin,operatingProfitMargin,priceEarningsRatio,quickRatio,returnOnAssets,returnOnEquity
0.0,-0.0064,-20.767282723320122,0.0528,0.0,0.06,0.032,-19.8341037748936,-23.289675665938482,0.0512,-0.1734,-0.00555,-21.68146597228136,-22.097993561947746,-0.0883,18.497641794347754,-23.27114728597405,-0.0394,False,False,False,True,False,False,False,False,False,False,False,0.5463454187420399,3.9100642398287,0.995,0.4813,1.3252290664973,0.47623287961667,0.099450168906981,1.0,31.296,0.5428331654917801,0.3606,0.1116
0.0,0.05985,-18.359930662712852,0.1038,0.0,0.0,0.0277,16.498865647149657,-18.235058116497846,0.04195,0.0534,0.0074,19.46142007489684,16.498970915842992,0.0956,-16.338962775441974,-16.207506282956583,0.5179,False,False,False,True,False,False,False,False,False,False,False,2.0065966836302,0.45872158239617,0.1539,1.1735,0.45872158239617,0.2461616499696499,0.039540746147344,1.0,36.0652,0.60698272943381,0.5544,0.4492
0.0,0.1331,-19.34493964944395,0.0261,0.0,0.10020000000000001,0.0499,0.0,-20.97635646540497,0.0404,-0.4716,0.0065,0.0,19.23604556166134,-0.3309,16.759949589762293,-20.515010899357478,0.1293,False,False,False,True,False,False,False,False,False,False,False,3.5565793356724,1.4888731896856,0.782,2.1428,1.3300725781003,0.21161665053243,0.015931406444475,1.0,20.023,0.1346558988764,0.1119999999999999,0.3193
0.0,-0.0135,-18.061044290498703,0.0161,0.0,0.0,0.2659,0.0,-18.267308106371726,0.0277,-0.5615,-0.00555,16.555963474715096,-18.58971441486419,-0.6794,0.0,-17.640885778477,0.0205,False,False,False,True,False,False,False,False,False,False,False,3.0223416320846,1.520422746399,1.699,97.4326,1.520422746399,0.28560857680815,0.079506296220082,1.0,3.7604,0.44136941649899,0.551,36.9667
0.0,0.0604,-20.6449799196293,0.0398,0.0,0.0774,0.0359,-18.303022711732726,-21.0488215625484,0.0549,-0.3569,-0.00555,17.14413728263389,20.208432193456243,-0.264,17.455724866343648,-21.560816346311505,-0.0421,False,False,False,True,False,False,False,False,False,False,False,0.80754397215097,3.6253207869974,0.754,1.8395,1.4791460648013002,0.33744179055376,0.069272786055824,1.0,27.8663,0.3519150937608599,0.4736,0.2444
0.0,0.0503,0.0,0.013,0.0,0.0412,0.0503,-20.346388187147884,-22.278458734739264,0.0507,-0.2175,-0.00555,19.030446321008043,17.599700214609808,-0.184,18.884414766473814,-22.96418826965471,-0.0493,False,False,False,True,False,False,False,False,False,False,False,2.1765814583579,8.1927083333333,1.027,-2.1504,1.0908460471567,0.23582020890837,0.092993992531255,1.0,19.8891,0.40263876251137,1.1196,-0.519
0.0,0.0599,-21.378711150841557,0.0557,0.0,0.0819999999999999,0.0393,-20.593157152738343,-22.355052153239853,0.0431,-0.1651,-0.00555,-21.284023830031387,21.715035030367392,-0.1296,16.52356082573315,-23.043101283445274,-0.0459,False,False,False,True,False,False,False,False,False,False,False,0.4921774301079999,4.2658022690438,1.24,1.7264,1.2824948227555,0.60531900483135,0.16595927213618,1.0,25.4201,0.88532808496417,0.3861,0.2877
0.0,0.0733,20.32427969642627,0.0239,0.0,0.0213,0.0592,-20.057733825364963,-23.436038204450302,0.0614,-0.1965,0.0063,0.0,-22.336297285089923,-0.1485,20.416740678051845,-22.69289251275855,0.0226,False,False,False,True,False,False,False,False,False,False,False,2.3866086785591,2.4615649775939,0.97,0.6163,1.6057113946821002,0.24825440491217,0.0336929194009689,1.0,16.9053,0.24386618239774,0.1427,0.201
0.0,0.0068,22.134984250650184,0.0491,0.0,0.10020000000000001,0.1001,-19.35677410704427,-22.49533267299871,0.0319,-0.3619,-0.00555,0.0,-21.04462443648274,-0.1898,16.993564429978885,-23.024449949124968,-0.1041,False,False,False,True,False,False,False,False,False,False,False,0.4715879254650499,2.5639614855571,0.82,0.5497,1.5142160844842,0.38844648400594,0.24520853016601,1.0,9.9866,0.52334737227614,1.1358,0.2594
0.0,0.0214,0.0,0.009,0.0,0.085,0.0459,0.0,-22.637242939046207,0.0492,-0.2071,-0.0044,19.68480747392291,-21.307156032127132,-0.0918,14.508658238524095,-21.91110925964734,0.0666,False,False,False,True,False,False,False,False,False,False,False,0.8084808798753901,25.515283842795,0.695,4.4608,1.3255444646098,0.4369741291185,0.20606275064874,1.0,21.8015,0.35261669024045,-29.6102,1.8198
0.0,0.05985,-19.46150864420096,0.1105,0.0,-0.07515000000000001,0.0449,19.90319442519734,-22.07973141283161,0.068,-0.027,-0.00555,18.12961573172024,-18.988369235281173,0.0205,18.56347759869156,0.0,-0.1731,False,False,False,True,False,False,False,False,False,False,False,0.51809843606358,4.9004533653662,0.2378,0.0745,1.5189651444906005,0.65622150590109,0.26591923835943,1.0,22.2889,0.59720853695354,1.0418,0.2571
0.0,0.3653,-18.21483404830529,0.0705,0.0,0.0286,0.027,-15.040479688608846,19.122975671004557,0.04195,0.0164,0.0074,-17.28554206518058,19.230378836972122,0.1124,-9.437874271591685,15.243078571591594,0.5473,False,False,False,True,False,False,False,False,False,False,False,0.56183498889341,4.8220218054552,2.32,0.7216,4.8220218054552,0.53205484553227,0.15474950272377,1.0,36.9764,2.1209495870575,0.1677,0.2144
0.0,0.2841,19.940451090547892,0.0571,0.0,-0.0726,0.0681,19.531961521964117,-20.80725212717075,0.054,-0.9067,-0.00555,16.71059936103387,-20.60487471483234,-1.0527,15.417831204059633,-19.426554690005158,-0.2242,False,False,False,True,False,False,False,False,False,False,False,0.79718233138557,2.2491300565463,0.4179,1.2592,1.5161822380236,0.31335296273519,0.096631321319637,1.0,14.6756,1.011719960073,0.0763,0.2302
0.0,0.0186,-19.938880178143254,0.0357,0.0,0.10020000000000001,0.0295,-16.36495580701484,18.793622667242023,0.0324,-0.2497,0.0074,0.0,20.10262534903333,-0.2364,0.0,-20.5415041246103,0.0631,False,False,False,True,False,False,False,False,False,False,False,0.81489083270198,2.8046357615894,1.254,1.6775,1.4194397893225,0.3895735077843699,0.05916459590581,1.0,33.9077,0.76712259881324,0.317,0.192
0.0,0.0113,0.0,0.0568,0.0,-0.07515000000000001,0.0218,-18.667540829696392,-20.984090455998725,0.0271,-0.2029,0.0074,16.705882371415992,20.560746908625106,-0.1549,17.78580249038432,-21.910499317573112,-0.0717,False,False,False,True,False,False,False,False,False,False,False,1.2525939900283,2.1837121212121,0.855,-44.6839,0.99054982817869,0.3563014361788,0.054488731106449,1.0,45.7914,0.45676484485746,0.1639,-5.8218
0.0,0.0279,-19.26224793394093,0.0452,0.0,0.0,0.0427,-17.281246492014,-20.125428838008972,0.0543,-0.2974,-0.00555,0.0,18.326370075470134,-0.2472,0.0,-18.939474543319914,-0.0133,False,False,False,True,False,False,False,False,False,False,False,1.0006190417234,3.3041095890411003,0.746,2.9558,1.5889328063241002,0.34422172729522,0.082405345211581,1.0,23.4178,0.32074126870991,0.4076,0.4823
0.0,0.0565,-16.811242881518265,0.0233,0.0,0.10020000000000001,-0.0347,0.0,-20.74698236454029,0.0587,-0.2865,0.0005,18.478949661510303,-18.927498352344912,-0.2223,0.0,-17.453096744006448,0.0146,False,False,False,True,False,False,False,False,False,False,False,1.7637714951909,2.6404494382022,1.161,0.9091,1.5417817679558,0.29386653446804,-0.0225288495965189,1.0,0.0,0.18830947511929,-0.0588,-0.1169
0.0,0.0532,-20.4688702394494,0.0136,0.0,0.10020000000000001,0.0385,-15.810619087177262,-18.072923079772877,0.0484,-0.0042,-0.00555,0.0,19.035866388448003,-0.0049,13.977630257780485,-19.23457545504177,0.1424,False,False,False,True,False,False,False,False,False,False,False,1.5088140048154,7.900415730873999,1.699,0.1088,2.6355009086175,0.19522967902267,0.074060680733297,1.0,26.0077,0.7849327649760101,0.3687,0.1716
0.0,0.0438,-15.607270193858982,0.0399,0.0,0.0556,0.0274,16.380459992348886,-20.784360937246955,0.0531,-0.3928,0.0074,0.0,18.20995972498239,-0.3036,13.815511557963774,-20.916362467732725,0.2367,False,False,False,True,False,False,False,False,False,False,False,0.96218570580083,3.0807560137457,0.765,2.6425,1.4207606973059,0.34725651577503,0.043347050754458,1.0,36.5114,0.39390467461045,0.2302,0.2266
0.0,-0.0474,-16.845644306544774,0.0262,0.0,0.0,-0.0198,-15.990262393084793,-21.097721758867895,0.0982,-0.7172,-0.00555,19.785240615481182,-20.799115150156805,-0.5992,16.283610174181653,-19.613086914941736,-0.2223,False,False,False,True,False,False,False,False,False,False,False,0.51806994001537,6.3619450317125,1.0759999999999998,1.7465,2.2738401088106,0.2541731237547,-0.027961036085898,1.0,0.0,0.27301289991239,-0.0872,-0.0558
0.0,0.0337,-20.175084428366755,0.0424,0.0,0.0904,0.0368,-19.213673264006914,-22.137175365342465,0.0559,-0.2359,-0.00555,-19.56490354705724,22.256254577432994,-0.145,17.707330876483063,-23.312457424240385,-0.045,False,False,False,True,False,False,False,False,False,False,False,0.90510571719753,4.0658682634731,1.31,2.758,1.6185935637664,0.5443573965998499,0.086462826693733,1.0,27.1375,1.0493799067016,0.2504,0.4518
0.0,0.0827,0.0,0.0206,0.0,0.10020000000000001,0.0386,-19.850991992881376,-21.56655567636637,0.0307,-0.0877,0.0074,-18.020203192280615,20.799300524149192,0.0046,17.281246492014,-20.837486981928496,0.0501,False,False,False,True,False,False,False,False,False,False,False,3.519368810007,1.7906393648140002,1.015,0.5778,0.8149486496766801,0.13024208469952,0.020456286198676,1.0,25.8872,0.46211983795876,0.152,0.2239
0.0,0.0002,-16.765198945372877,0.0389,0.0,0.0,0.0206,-18.54819407305414,-20.85271390501188,0.0309,-0.2684,-0.00555,0.0,-20.41931887338379,-0.1991,17.10763688174679,-19.42863866800198,-0.0692,False,False,False,True,False,False,False,False,False,False,False,0.73023309907126,3.0795787009947,1.216,2.7167,2.1756924348905,0.60024572260648,0.052898616672734,1.0,48.4394,0.66891626261303,0.28,0.2397
0.0,0.1438,19.103817996933294,0.0153,0.0,0.0,0.0195,-15.484349002145692,20.604044143042348,0.0159,0.094,-0.00555,17.980080580612267,-13.895246449343736,0.0967,0.0,-16.90099216936989,0.5197,False,False,False,True,False,False,False,False,False,False,False,0.48867862789806,12.575432434382998,8.773,0.0,12.575432434382998,0.59954550196065,0.2008154812889599,1.0,51.18899999999999,8.2821654638208,0.1664,0.1137
0.0,0.0767,0.0,0.0431,0.0,0.10020000000000001,0.0287,-17.168917310755116,20.569298474815437,0.0419,-0.6558,0.0074,0.0,22.40224846875807,-0.5125,0.0,-18.514171096147173,0.043,False,False,False,True,False,False,False,False,False,False,False,0.3387241689128499,3.015503875969,1.94,0.8707,1.4808655580044,0.3458288685509499,0.060586364993764,1.0,34.8108,0.54341873655388,0.1307,0.0487
