5Y Dividend per Share Growth (per Share),5Y Revenue Growth (per Share),Acquisitions and disposals,Capex to Revenue,Deposit Liabilities,Dividends per Share Growth,Earnings Yield,Effect of forex changes on cash,Financing Cash Flow,Free Cash Flow Yield,Graham Net-Net,Inventory Growth,Investment purchases and sales,Issuance (repayment) of debt,Net Cash/Marketcap,Net Income - Non-Controlling int,Other comprehensive income,SG&A Expenses Growth,Sector_Basic Materials,Sector_Communication Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Real Estate,Sector_Technology,Sector_Utilities,assetTurnover,capitalExpenditureCoverageRatios,currentRatio,debtEquityRatio,dividendpaidAndCapexCoverageRatios,grossProfitMargin,netProfitMargin,operatingProfitMargin,priceEarningsRatio,quickRatio,returnOnAssets,returnOnEquity
0.0593,0.1094,-24.362902524508158,0.1303,0.0,0.1521,0.0752,-19.316768772590635,24.02427449138998,0.0774,-1.0156,0.0,-20.951993767350068,24.316790110270993,-0.6967,18.690707888799015,-19.723593498850597,0.1308,False,False,True,False,False,False,False,False,False,False,False,0.37549864115319,1.973440545809,0.792,1.5604,1.5511363636363995,1.0,0.12412837144339,1.0,13.3008,0.54044850197442,0.3033,0.1638
-0.044475,-0.1402,21.797585433387006,0.2067,0.0,0.1521,0.0429,-18.799117186521926,-21.324297729146796,0.0624,-1.1179,-0.092,-18.09217669086922,18.586195190904515,-1.0029,19.552082858669273,-19.6146032154551,-0.1265,False,False,False,False,True,False,False,False,False,False,False,0.17934217533538,1.7246922024623998,0.757,1.1083,1.1103038309115,0.48472850678733,0.1137584841629,1.0,23.303,0.6322614794230501,0.0446,0.0478
0.0592,0.077,19.696043547158272,0.2143,0.0,0.1132,0.0974,0.0,-23.64680369100566,0.0665,-0.1149,0.0387,22.072896213954046,-21.485472553904486,-0.0687,0.0,-20.696921862633502,-0.0942,False,False,False,False,False,False,False,False,False,True,False,0.55366004235599,1.9387392134905,1.731,0.3535,1.4203262233375,0.61733570460705,0.29715729448961,1.0,10.2691,1.1050162396247,0.3444,0.2824
0.0,0.2434,0.0,0.2922,0.0,0.0,0.2326,-17.426428497635523,-22.77430790423315,0.1393,0.0969,0.1511,18.915376991886035,-22.940837555722375,0.0353,14.914123179965662,16.118095750958314,0.0942,False,False,False,False,False,False,False,False,False,True,False,0.7006409074142399,1.9596801441604,2.787,0.1436,1.9596801441604,0.58869402125629,0.46510480076338,1.0,4.2999,2.1341675356274,0.4163,0.4377
-0.044475,0.0455,22.90062778529972,0.0291,0.0,-0.11407500000000001,-0.3599,-20.25805072602483,-24.1583169913973,0.0112,-2.2728,-0.20265,21.308827807383214,-23.832371437712727,-1.0422,-18.997294113874336,-23.391465793518037,0.0308,False,False,False,False,False,False,False,True,False,False,False,0.3909545057092899,1.2004523607577,1.7182084143933,3.344,0.5300212208213699,0.21505570858858,-0.1838177856349999,1.0,0.0,1.4025869878373,0.0843,-0.7216
0.0593,0.0175,0.0,0.0,27.954173608738422,0.1521,0.1071,-20.9055873945737,24.695781690822205,0.1634,-5.4166,0.0,-24.964333563181366,22.90074111901094,1.9948,0.0,-23.225603021879188,-0.0249,False,False,False,False,False,True,False,False,False,False,False,0.0387541850586979,13.178464896326,0.41173975018571,1.6454,5.7316896301668,1.0,0.30847041546571,1.0,9.3333,0.41079879921765,0.2395,0.1061
0.0593,0.1523,-20.396149696636186,0.0501,0.0,0.1333,0.0528,0.0,-25.199192566824724,0.0584,-0.1159,-0.1852,24.152240499640435,19.883936148523198,-0.0439,0.0,-21.96279881696042,0.0946,False,False,False,False,False,False,False,False,False,True,False,0.72621505229339,5.8164200405619,1.133,1.0685,2.8652728954672004,0.38343718820008,0.2241420207458699,1.0,18.9226,0.99453976140569,1.0497,0.5556
0.0593,0.0905,-20.60448230208257,0.1054,0.0,0.0784,0.0215,17.72753358339242,-24.237494240600384,0.042,-0.0084,0.2205,22.603799018380403,-23.04575159174482,0.0676,0.0,-21.505796579098288,0.1144,False,False,False,False,False,False,False,False,False,True,False,0.4263505995796799,3.7726960110041,2.901,0.989,1.8036250051375,0.65247372236318,0.15015404131932,1.0,46.5163,2.7398611681029,0.1125,0.2003
0.0,0.1622,-16.58609734015863,0.0616,0.0,0.0976,0.0455,0.0,-21.138777641561454,0.0601,-0.3751,0.0892,-15.84431661516796,18.60460103043004,-0.2695,0.0,-15.607270193858982,0.0314,False,False,True,False,False,False,False,False,False,False,False,0.70606778416738,5.2864833864207,0.171,-3.7909,3.3751447130598,0.5999429531154999,0.20376984250762,1.0,21.9615,0.10239029611131,-1.4481,-0.6472
0.0011,-0.0901,-20.758632981748953,0.0064,0.0,0.047,0.1367,0.0,-22.453681676110627,0.1087,-0.3632,0.0477,19.989296663949546,-21.529295175009658,-0.0215,0.0,-20.55484718650488,0.1104,False,False,False,False,False,False,False,False,False,True,False,1.6888683496043,12.106951871658,0.851,-9.3693,3.5569520816968,0.1824634012860899,0.0911034341223149,1.0,7.3152,0.4090167522183799,-3.4457,-8.3365
-0.044475,0.1232,-17.015848302580757,0.042,0.0,-0.11407500000000001,0.0233,17.758676230135773,-20.720302267235027,0.0408,-1.8532,0.1311,0.0,-20.541474752871842,-1.3855,17.51074733741484,0.0,0.0883,True,False,False,False,False,False,False,False,False,False,False,0.5009789587208701,2.282262918064,0.0381,1.1011,2.282262918064,0.33913059182605,0.037806794170234,1.0,42.959,0.4599505274484,-0.0467,0.0555
0.0,-0.2811,-21.179424060003807,0.0673,0.0,0.0,0.0648,0.0,19.509242700133978,0.0486,-4.4359,0.0513,16.860033043306743,20.227328827316207,-3.823,13.815511557963774,0.0,0.5784,False,False,True,False,False,False,False,False,False,False,False,0.32554801163919,1.3911504424778998,1.133,5.8591,1.3911504424778998,0.50172804194971,0.036110117983554,1.0,15.4318,1.06,0.0186,0.0932
0.0593,0.0159,0.0,0.0486,0.0,-0.0769,0.1216,-19.729013566305248,-18.619531610894253,0.2378,-3.4775,0.0039,-22.839400862683217,21.8671701151248,-3.952,16.705882371415992,-22.720140655105045,-0.0108,False,False,True,False,False,False,False,False,False,False,False,0.6250019490138,1.9296082209377,1.2,4.2918,1.4052385406922,0.091095061682196,0.022932804450598,1.0,8.2258,1.6223147673409,0.0665,0.1023
